split,duration,era,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,key_12,key_13,key_14,key_15,key_16,key_17,key_18,key_19,key_20,key_21,key_22,key_23,key_24,key_25,key_26,key_27,key_28,key_29,key_30,key_31,key_32,key_33,key_34,key_35,key_36,key_37,key_38,key_39,key_40,key_41,key_42,key_43,key_44,key_45,key_46,key_47,key_48,key_49,key_50,key_51,key_52,key_53,key_54,key_55,key_56,key_57,key_58,key_59,key_60,key_61,key_62,key_63,key_64,key_65,key_66,key_67,key_68,key_69,key_70,key_71,key_72,key_73,key_74,key_75,key_76,key_77,key_78,key_79,key_80,key_81,key_82,key_83,key_84,key_85,key_86,key_87,pitch_range,tempo,avg_note_duration,avg_velocity,velocity_range
train,1255.95783337,romantic,0.0,0.0,2.0,12.0,9.0,1.0,9.0,0.0,41.0,17.0,32.0,42.0,26.0,64.0,28.0,133.0,77.0,48.0,63.0,40.0,250.0,75.0,194.0,172.0,129.0,196.0,78.0,383.0,216.0,187.0,260.0,194.0,524.0,236.0,408.0,464.0,400.0,482.0,251.0,785.0,466.0,425.0,457.0,342.0,794.0,293.0,465.0,384.0,302.0,527.0,194.0,519.0,358.0,234.0,251.0,102.0,323.0,115.0,222.0,89.0,116.0,77.0,29.0,93.0,12.0,29.0,7.0,7.0,33.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,212.5096525096804,0.20787077268448162,61.674415236440005,107.0
train,2028.95630437,romantic,0.0,1.0,0.0,1.0,1.0,1.0,7.0,2.0,14.0,10.0,38.0,35.0,23.0,104.0,16.0,152.0,34.0,91.0,91.0,31.0,136.0,39.0,246.0,169.0,119.0,273.0,59.0,284.0,98.0,338.0,320.0,188.0,501.0,142.0,595.0,405.0,319.0,505.0,267.0,711.0,237.0,626.0,480.0,266.0,630.0,164.0,608.0,381.0,310.0,538.0,189.0,592.0,133.0,392.0,305.0,147.0,319.0,62.0,259.0,140.0,104.0,139.0,48.0,127.0,23.0,72.0,44.0,13.0,47.0,10.0,38.0,16.0,6.0,11.0,3.0,8.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,81.0,192.76163000360782,0.3524018144821953,56.40359229603982,106.0
test,638.000163281,romantic,0.0,0.0,1.0,0.0,4.0,7.0,0.0,14.0,1.0,23.0,28.0,11.0,103.0,7.0,49.0,14.0,56.0,72.0,4.0,80.0,5.0,57.0,47.0,20.0,149.0,15.0,85.0,21.0,102.0,124.0,9.0,163.0,19.0,154.0,77.0,56.0,263.0,43.0,209.0,64.0,247.0,268.0,79.0,326.0,74.0,359.0,178.0,142.0,355.0,84.0,273.0,75.0,246.0,221.0,52.0,171.0,29.0,163.0,54.0,25.0,65.0,6.0,39.0,6.0,22.0,9.0,3.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,200.86636697997787,0.28988833318805246,67.28817991631799,105.0
validation,1634.31861141,romantic,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,27.0,4.0,18.0,6.0,22.0,66.0,27.0,85.0,31.0,85.0,77.0,30.0,174.0,59.0,152.0,44.0,95.0,275.0,53.0,233.0,83.0,277.0,272.0,124.0,556.0,141.0,436.0,165.0,443.0,696.0,159.0,673.0,174.0,807.0,511.0,199.0,670.0,196.0,646.0,172.0,392.0,513.0,109.0,461.0,109.0,472.0,255.0,59.0,259.0,55.0,250.0,48.0,83.0,137.0,14.0,97.0,21.0,46.0,12.0,5.0,16.0,5.0,8.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,201.56620078951525,0.2848158779018211,65.2250523940029,109.0
test,1303.54743657,romantic,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,19.0,14.0,27.0,44.0,36.0,85.0,27.0,64.0,132.0,57.0,160.0,112.0,164.0,152.0,156.0,216.0,93.0,207.0,102.0,151.0,297.0,117.0,334.0,229.0,304.0,274.0,155.0,432.0,151.0,471.0,269.0,298.0,505.0,187.0,605.0,236.0,348.0,310.0,183.0,482.0,197.0,397.0,265.0,225.0,309.0,57.0,257.0,73.0,171.0,180.0,72.0,158.0,53.0,140.0,87.0,77.0,87.0,12.0,83.0,14.0,48.0,36.0,3.0,27.0,6.0,23.0,14.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,202.47007410221775,0.2758311229000885,66.14960212201592,107.0
train,1888.42492781,romantic,0.0,0.0,0.0,6.0,1.0,25.0,14.0,3.0,29.0,27.0,122.0,18.0,74.0,89.0,7.0,120.0,26.0,172.0,95.0,23.0,144.0,48.0,213.0,61.0,155.0,264.0,36.0,313.0,67.0,478.0,313.0,152.0,391.0,170.0,554.0,139.0,502.0,726.0,120.0,632.0,142.0,810.0,536.0,213.0,592.0,255.0,666.0,170.0,514.0,598.0,142.0,484.0,86.0,523.0,282.0,102.0,250.0,64.0,210.0,52.0,87.0,93.0,16.0,46.0,10.0,54.0,22.0,10.0,23.0,4.0,6.0,0.0,10.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,200.95109542103694,0.3020660486116291,62.01357297337609,118.0
train,1893.88432406,romantic,0.0,0.0,0.0,5.0,1.0,24.0,11.0,2.0,27.0,26.0,118.0,26.0,67.0,95.0,5.0,118.0,24.0,165.0,94.0,20.0,151.0,53.0,207.0,64.0,151.0,273.0,42.0,321.0,73.0,499.0,319.0,158.0,408.0,163.0,563.0,145.0,506.0,741.0,134.0,642.0,150.0,827.0,559.0,208.0,608.0,249.0,669.0,173.0,516.0,600.0,143.0,489.0,93.0,517.0,286.0,102.0,260.0,67.0,204.0,49.0,89.0,89.0,15.0,42.0,9.0,50.0,22.0,10.0,23.0,4.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,196.52784746613,0.31212511425819595,62.07457302709069,116.0
test,438.614678906,romantic,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,14.0,8.0,14.0,12.0,10.0,67.0,6.0,17.0,7.0,15.0,29.0,4.0,72.0,16.0,41.0,24.0,17.0,133.0,24.0,93.0,34.0,107.0,154.0,49.0,184.0,72.0,129.0,142.0,100.0,236.0,83.0,183.0,59.0,203.0,262.0,60.0,230.0,65.0,200.0,139.0,112.0,210.0,53.0,151.0,28.0,117.0,103.0,26.0,73.0,16.0,65.0,19.0,15.0,29.0,5.0,3.0,2.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,205.0916859533556,0.22508871336996328,62.35989010989011,103.0
train,1913.92303266,romantic,0.0,0.0,0.0,61.0,65.0,1.0,0.0,5.0,10.0,24.0,29.0,47.0,102.0,137.0,80.0,57.0,200.0,128.0,98.0,172.0,109.0,274.0,112.0,224.0,293.0,202.0,287.0,126.0,514.0,300.0,232.0,368.0,267.0,467.0,252.0,454.0,589.0,404.0,641.0,308.0,880.0,611.0,507.0,599.0,519.0,751.0,373.0,579.0,799.0,322.0,535.0,299.0,677.0,402.0,350.0,373.0,234.0,454.0,187.0,299.0,309.0,203.0,213.0,112.0,241.0,96.0,114.0,73.0,39.0,84.0,12.0,47.0,35.0,4.0,16.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,199.77638334284154,0.18222162091623692,69.48005053163492,112.0
train,1582.88703891,romantic,0.0,0.0,0.0,41.0,42.0,1.0,0.0,5.0,11.0,25.0,33.0,47.0,99.0,115.0,82.0,60.0,200.0,119.0,94.0,169.0,111.0,269.0,113.0,225.0,298.0,180.0,286.0,124.0,505.0,289.0,224.0,378.0,269.0,452.0,247.0,463.0,580.0,401.0,617.0,308.0,838.0,569.0,493.0,571.0,500.0,697.0,352.0,569.0,775.0,312.0,533.0,295.0,660.0,399.0,350.0,352.0,218.0,437.0,174.0,301.0,293.0,191.0,209.0,117.0,235.0,96.0,110.0,70.0,37.0,87.0,10.0,47.0,34.0,3.0,16.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,203.54656732303735,0.19178608019754553,69.48918288781651,119.0
validation,976.820604375,romantic,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,19.0,6.0,9.0,30.0,5.0,40.0,25.0,91.0,36.0,26.0,63.0,30.0,148.0,61.0,92.0,133.0,51.0,175.0,67.0,310.0,193.0,128.0,230.0,208.0,593.0,171.0,328.0,563.0,214.0,563.0,178.0,735.0,410.0,218.0,357.0,284.0,627.0,179.0,295.0,416.0,126.0,341.0,104.0,395.0,265.0,75.0,155.0,97.0,280.0,92.0,133.0,152.0,48.0,108.0,36.0,109.0,81.0,38.0,41.0,21.0,36.0,12.0,9.0,14.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,204.48191701798658,0.225380836488192,67.02857400396611,112.0
validation,981.026175854,romantic,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,19.0,5.0,5.0,27.0,5.0,36.0,19.0,86.0,28.0,19.0,55.0,29.0,137.0,57.0,79.0,129.0,45.0,186.0,63.0,292.0,185.0,125.0,218.0,209.0,596.0,170.0,336.0,562.0,205.0,568.0,182.0,725.0,401.0,213.0,357.0,270.0,640.0,178.0,289.0,412.0,118.0,346.0,89.0,391.0,274.0,76.0,147.0,87.0,285.0,88.0,127.0,148.0,40.0,104.0,33.0,106.0,78.0,33.0,43.0,19.0,38.0,12.0,9.0,14.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,207.95969773299376,0.20174137640535453,65.99843764359893,114.0
train,1634.54564109,romantic,0.0,0.0,0.0,3.0,15.0,2.0,11.0,24.0,13.0,74.0,38.0,146.0,71.0,47.0,64.0,59.0,151.0,27.0,132.0,197.0,134.0,242.0,131.0,470.0,216.0,155.0,230.0,212.0,477.0,194.0,489.0,476.0,236.0,416.0,256.0,1045.0,431.0,307.0,580.0,430.0,971.0,222.0,682.0,823.0,408.0,588.0,184.0,1087.0,425.0,321.0,430.0,379.0,925.0,145.0,482.0,467.0,272.0,296.0,77.0,459.0,205.0,215.0,120.0,116.0,292.0,30.0,113.0,60.0,63.0,41.0,6.0,46.0,13.0,14.0,1.0,3.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,196.32379793061705,0.18491910056872474,69.25897369106538,122.0
train,1526.65579172,romantic,0.0,0.0,0.0,1.0,13.0,1.0,6.0,23.0,12.0,67.0,36.0,138.0,74.0,42.0,57.0,53.0,136.0,22.0,119.0,197.0,133.0,239.0,117.0,438.0,204.0,144.0,224.0,213.0,464.0,185.0,464.0,482.0,209.0,391.0,257.0,1028.0,429.0,298.0,605.0,409.0,992.0,211.0,682.0,843.0,371.0,568.0,167.0,1066.0,422.0,288.0,452.0,364.0,896.0,133.0,445.0,496.0,245.0,287.0,70.0,435.0,206.0,182.0,108.0,103.0,268.0,24.0,94.0,57.0,54.0,30.0,3.0,31.0,9.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,212.9254302103281,0.1625984024144684,67.91073836362656,114.0
train,2096.39614078,romantic,0.0,0.0,0.0,2.0,17.0,2.0,6.0,28.0,15.0,82.0,43.0,172.0,93.0,48.0,74.0,66.0,200.0,26.0,139.0,208.0,138.0,279.0,137.0,576.0,250.0,173.0,289.0,252.0,669.0,193.0,564.0,617.0,292.0,499.0,285.0,1227.0,519.0,382.0,572.0,523.0,1306.0,248.0,878.0,1013.0,505.0,800.0,248.0,1331.0,563.0,358.0,489.0,478.0,1182.0,167.0,653.0,631.0,340.0,424.0,108.0,651.0,264.0,281.0,130.0,146.0,362.0,39.0,172.0,88.0,90.0,65.0,14.0,71.0,17.0,26.0,1.0,7.0,15.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,210.88426931430288,0.1787113881896379,68.11625760436333,124.0
train,1058.59166667,romantic,0.0,0.0,0.0,3.0,11.0,1.0,6.0,15.0,11.0,49.0,25.0,106.0,49.0,48.0,44.0,35.0,96.0,14.0,94.0,113.0,113.0,175.0,80.0,311.0,119.0,112.0,132.0,133.0,331.0,131.0,341.0,269.0,172.0,262.0,160.0,722.0,277.0,196.0,338.0,271.0,709.0,131.0,458.0,471.0,304.0,367.0,114.0,716.0,253.0,256.0,269.0,252.0,605.0,94.0,330.0,278.0,212.0,209.0,45.0,306.0,116.0,151.0,76.0,80.0,190.0,18.0,85.0,35.0,47.0,25.0,1.0,28.0,7.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,202.65832681782695,0.16556635875885398,69.29035838883603,120.0
train,1634.97165563,romantic,0.0,0.0,1.0,1.0,19.0,1.0,5.0,21.0,11.0,61.0,30.0,134.0,64.0,53.0,52.0,50.0,163.0,21.0,113.0,158.0,121.0,224.0,102.0,460.0,170.0,142.0,221.0,180.0,500.0,156.0,464.0,431.0,237.0,389.0,222.0,967.0,395.0,336.0,519.0,375.0,997.0,168.0,684.0,686.0,412.0,591.0,178.0,974.0,392.0,301.0,356.0,347.0,881.0,121.0,457.0,418.0,242.0,293.0,64.0,474.0,181.0,211.0,91.0,110.0,281.0,26.0,124.0,56.0,69.0,45.0,7.0,51.0,13.0,16.0,0.0,5.0,10.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,214.69347719471543,0.1889204281115085,68.63945958016971,117.0
test,311.429977031,romantic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,9.0,3.0,7.0,4.0,5.0,37.0,1.0,20.0,1.0,23.0,41.0,18.0,109.0,24.0,71.0,27.0,49.0,168.0,44.0,202.0,45.0,131.0,113.0,60.0,237.0,66.0,195.0,96.0,177.0,243.0,67.0,266.0,54.0,271.0,224.0,83.0,233.0,95.0,231.0,83.0,242.0,271.0,95.0,225.0,64.0,238.0,165.0,73.0,168.0,57.0,129.0,41.0,109.0,92.0,34.0,73.0,21.0,75.0,37.0,18.0,20.0,9.0,13.0,1.0,6.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,231.59658234210377,0.11879789320876841,67.5164817232376,115.0
test,292.591854844,romantic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,10.0,2.0,7.0,4.0,6.0,38.0,1.0,20.0,2.0,25.0,41.0,19.0,106.0,24.0,72.0,25.0,55.0,171.0,42.0,203.0,47.0,130.0,114.0,62.0,239.0,62.0,200.0,105.0,187.0,246.0,66.0,263.0,57.0,271.0,221.0,84.0,230.0,100.0,223.0,82.0,248.0,273.0,98.0,225.0,67.0,241.0,156.0,77.0,168.0,61.0,132.0,42.0,106.0,89.0,37.0,70.0,21.0,71.0,37.0,18.0,19.0,11.0,14.0,2.0,7.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,228.15709969788242,0.10057048672984502,71.45358820670663,109.0
test,312.655060571,romantic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,9.0,2.0,7.0,5.0,6.0,38.0,1.0,23.0,1.0,23.0,43.0,18.0,105.0,27.0,75.0,29.0,49.0,171.0,42.0,207.0,43.0,135.0,122.0,62.0,241.0,61.0,208.0,98.0,190.0,254.0,70.0,269.0,58.0,274.0,224.0,90.0,241.0,100.0,233.0,82.0,249.0,286.0,101.0,237.0,72.0,239.0,175.0,80.0,176.0,67.0,135.0,47.0,121.0,98.0,38.0,71.0,29.0,78.0,42.0,20.0,22.0,10.0,14.0,3.0,6.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,230.19857624578682,0.10674638221594177,70.7852096090438,103.0
test,392.351370469,romantic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,10.0,2.0,11.0,5.0,9.0,43.0,2.0,28.0,3.0,30.0,56.0,23.0,140.0,30.0,95.0,35.0,64.0,213.0,72.0,284.0,66.0,162.0,138.0,90.0,317.0,82.0,243.0,154.0,271.0,321.0,88.0,362.0,83.0,338.0,279.0,140.0,319.0,145.0,273.0,123.0,337.0,368.0,133.0,289.0,88.0,294.0,194.0,110.0,220.0,79.0,164.0,52.0,125.0,99.0,42.0,71.0,23.0,76.0,43.0,18.0,22.0,9.0,12.0,1.0,6.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,226.96266685702273,0.10096059202619262,70.83538480666418,110.0
validation,376.323074531,romantic,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,6.0,1.0,13.0,6.0,11.0,3.0,1.0,5.0,1.0,41.0,0.0,7.0,13.0,1.0,29.0,6.0,78.0,23.0,6.0,15.0,5.0,27.0,9.0,30.0,63.0,30.0,57.0,11.0,65.0,55.0,7.0,66.0,54.0,129.0,25.0,44.0,80.0,18.0,100.0,11.0,116.0,43.0,4.0,46.0,20.0,65.0,12.0,43.0,47.0,7.0,33.0,6.0,22.0,15.0,7.0,16.0,8.0,18.0,4.0,9.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,179.33283914010545,0.406263493091537,59.2279792746114,110.0
validation,302.103063281,romantic,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,6.0,0.0,13.0,6.0,11.0,3.0,1.0,5.0,1.0,40.0,1.0,7.0,13.0,1.0,28.0,8.0,84.0,22.0,5.0,14.0,4.0,28.0,10.0,32.0,63.0,36.0,61.0,13.0,72.0,56.0,6.0,63.0,56.0,126.0,23.0,46.0,79.0,17.0,93.0,11.0,116.0,49.0,4.0,50.0,19.0,66.0,10.0,44.0,46.0,7.0,29.0,6.0,23.0,12.0,5.0,18.0,10.0,18.0,6.0,8.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,171.48040469822124,0.3063108283361889,62.97601370645346,101.0
test,291.913436719,modern,0.0,4.0,3.0,0.0,6.0,3.0,52.0,3.0,8.0,5.0,2.0,1.0,3.0,19.0,12.0,6.0,9.0,7.0,110.0,8.0,39.0,51.0,24.0,32.0,12.0,171.0,46.0,27.0,63.0,73.0,69.0,34.0,91.0,181.0,73.0,119.0,61.0,146.0,81.0,67.0,91.0,82.0,133.0,47.0,99.0,140.0,46.0,105.0,98.0,177.0,86.0,70.0,96.0,77.0,125.0,50.0,94.0,123.0,50.0,64.0,34.0,83.0,29.0,20.0,20.0,13.0,17.0,3.0,7.0,9.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,210.8924485125858,0.1750094052604032,59.82753205967024,112.0
test,164.620561875,romantic,0.0,0.0,0.0,13.0,7.0,10.0,6.0,7.0,18.0,21.0,19.0,10.0,5.0,11.0,12.0,75.0,23.0,23.0,18.0,10.0,26.0,29.0,46.0,44.0,21.0,16.0,26.0,87.0,28.0,36.0,44.0,19.0,47.0,61.0,81.0,105.0,46.0,100.0,68.0,141.0,67.0,112.0,125.0,53.0,70.0,64.0,103.0,101.0,44.0,102.0,46.0,100.0,61.0,109.0,77.0,41.0,63.0,50.0,60.0,54.0,45.0,67.0,20.0,39.0,22.0,50.0,8.0,7.0,19.0,2.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,209.40015580368953,0.08999319647009077,73.2425491439442,109.0
validation,153.79258125,post-romantic,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,38.0,6.0,12.0,23.0,23.0,11.0,20.0,23.0,20.0,28.0,34.0,37.0,36.0,7.0,16.0,30.0,15.0,19.0,26.0,28.0,32.0,31.0,39.0,59.0,47.0,18.0,30.0,62.0,68.0,28.0,44.0,68.0,39.0,52.0,42.0,64.0,54.0,27.0,37.0,49.0,59.0,36.0,73.0,81.0,53.0,67.0,59.0,92.0,87.0,44.0,49.0,60.0,46.0,17.0,58.0,60.0,41.0,23.0,22.0,53.0,26.0,23.0,19.0,25.0,8.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,206.1473684210518,0.08167345660941971,68.8247462919594,103.0
validation,161.913736533,romantic,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,6.0,9.0,23.0,24.0,8.0,19.0,19.0,23.0,26.0,33.0,40.0,37.0,9.0,15.0,31.0,17.0,20.0,30.0,28.0,31.0,34.0,44.0,62.0,51.0,21.0,36.0,73.0,72.0,34.0,46.0,70.0,43.0,55.0,44.0,66.0,56.0,31.0,36.0,51.0,60.0,41.0,78.0,76.0,53.0,66.0,60.0,95.0,85.0,47.0,46.0,68.0,44.0,19.0,72.0,54.0,45.0,24.0,33.0,59.0,24.0,24.0,19.0,24.0,9.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,216.9251218431559,0.09563690253920833,73.15571321882001,110.0
test,197.370262031,romantic,0.0,0.0,0.0,13.0,7.0,10.0,7.0,10.0,24.0,15.0,21.0,11.0,5.0,10.0,16.0,74.0,23.0,22.0,18.0,12.0,27.0,28.0,42.0,46.0,23.0,15.0,27.0,87.0,27.0,39.0,40.0,22.0,46.0,58.0,80.0,102.0,39.0,104.0,68.0,135.0,67.0,111.0,130.0,49.0,59.0,62.0,93.0,98.0,43.0,96.0,45.0,97.0,52.0,105.0,78.0,37.0,51.0,42.0,56.0,50.0,39.0,67.0,18.0,37.0,22.0,51.0,8.0,7.0,18.0,2.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,211.5918367346931,0.1369449214916584,69.18809290153746,116.0
test,280.047916667,romantic,1.0,5.0,4.0,0.0,6.0,4.0,48.0,5.0,7.0,11.0,2.0,1.0,3.0,18.0,14.0,7.0,16.0,7.0,112.0,12.0,38.0,57.0,27.0,36.0,10.0,191.0,46.0,32.0,72.0,68.0,89.0,40.0,102.0,188.0,84.0,146.0,64.0,161.0,94.0,73.0,88.0,84.0,149.0,50.0,112.0,147.0,53.0,104.0,93.0,174.0,79.0,69.0,96.0,78.0,123.0,45.0,91.0,126.0,42.0,58.0,31.0,85.0,22.0,20.0,15.0,13.0,15.0,5.0,7.0,9.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,210.8399691754425,0.1407368865798698,70.60991487230847,116.0
validation,154.993167656,romantic,9.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,37.0,6.0,13.0,20.0,24.0,16.0,21.0,23.0,23.0,26.0,35.0,37.0,34.0,7.0,14.0,30.0,13.0,20.0,25.0,30.0,25.0,31.0,42.0,59.0,40.0,24.0,36.0,60.0,62.0,38.0,48.0,69.0,34.0,53.0,42.0,60.0,52.0,30.0,34.0,49.0,58.0,38.0,78.0,77.0,54.0,64.0,61.0,89.0,81.0,49.0,44.0,61.0,47.0,19.0,62.0,55.0,43.0,28.0,26.0,58.0,27.0,15.0,18.0,26.0,11.0,7.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,211.21466768525562,0.0951506877022655,70.22873786407767,109.0
test,262.041671719,modern,1.0,4.0,3.0,1.0,6.0,8.0,58.0,4.0,8.0,7.0,4.0,9.0,3.0,16.0,12.0,10.0,27.0,9.0,105.0,14.0,42.0,52.0,25.0,31.0,15.0,184.0,45.0,26.0,72.0,83.0,75.0,43.0,97.0,183.0,84.0,125.0,66.0,160.0,88.0,69.0,92.0,88.0,145.0,51.0,96.0,137.0,51.0,97.0,95.0,166.0,72.0,72.0,99.0,85.0,112.0,55.0,92.0,112.0,46.0,62.0,33.0,85.0,29.0,21.0,19.0,14.0,16.0,4.0,7.0,9.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,210.98297324366925,0.1271739876277343,72.78616670889284,113.0
test,273.573444375,romantic,2.0,4.0,3.0,0.0,6.0,6.0,54.0,6.0,7.0,5.0,3.0,3.0,5.0,18.0,14.0,16.0,15.0,11.0,119.0,12.0,44.0,57.0,29.0,41.0,17.0,192.0,47.0,32.0,69.0,70.0,74.0,41.0,102.0,184.0,83.0,130.0,60.0,150.0,86.0,75.0,84.0,90.0,148.0,53.0,107.0,146.0,54.0,103.0,90.0,169.0,72.0,65.0,96.0,74.0,104.0,52.0,85.0,108.0,42.0,53.0,37.0,81.0,34.0,26.0,16.0,16.0,17.0,4.0,8.0,8.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,215.7752341311158,0.15071416497633533,68.16861054766734,112.0
validation,158.788569844,romantic,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,12.0,12.0,22.0,22.0,11.0,21.0,23.0,20.0,26.0,36.0,38.0,37.0,9.0,15.0,30.0,15.0,17.0,28.0,31.0,32.0,32.0,46.0,60.0,46.0,19.0,31.0,67.0,70.0,31.0,51.0,68.0,32.0,50.0,42.0,62.0,55.0,29.0,33.0,49.0,62.0,32.0,73.0,69.0,52.0,63.0,53.0,90.0,79.0,41.0,43.0,60.0,46.0,17.0,62.0,53.0,27.0,24.0,22.0,37.0,24.0,17.0,14.0,24.0,7.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,210.91438676791827,0.09306790664662665,70.73466933867735,108.0
validation,267.438313619,romantic,0.0,0.0,0.0,15.0,0.0,1.0,2.0,2.0,4.0,0.0,10.0,3.0,4.0,3.0,3.0,26.0,3.0,8.0,9.0,6.0,18.0,4.0,60.0,23.0,9.0,13.0,7.0,29.0,9.0,16.0,8.0,100.0,31.0,9.0,60.0,21.0,34.0,18.0,20.0,125.0,17.0,31.0,11.0,47.0,20.0,5.0,81.0,19.0,30.0,11.0,18.0,62.0,9.0,9.0,5.0,17.0,7.0,0.0,34.0,5.0,8.0,0.0,2.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,206.4516129032256,0.4014147615015529,55.91871295512278,88.0
